aX, aY, aZ, gX, gY, gZ, mX, mY, mZ
0.3191,-0.0505,0.9305,1.5869,0.1831,39.5508,8.3862,-17.9810,-4.3579
0.3037,0.1313,0.9385,1.5259,-0.6104,36.6821,8.3862,-17.9810,-4.3579
0.2988,0.1744,0.9609,2.3193,-0.9155,33.0200,8.3862,-17.9810,-4.3579
0.2958,0.1906,0.9951,3.6621,-0.9766,28.6255,8.3862,-17.9810,-4.3579
0.2957,0.1752,1.0179,4.5776,-0.0610,19.8975,9.3628,-17.7612,-4.5288
0.2819,0.0886,1.0341,4.5776,0.7935,16.4185,9.3628,-17.7612,-4.5288
0.2794,0.0438,1.0317,6.6528,1.6479,13.4277,9.3628,-17.7612,-4.5288
0.2804,-0.0104,1.0201,10.3760,3.2959,9.5825,9.3628,-17.7612,-4.5288
0.2733,-0.1025,0.9562,13.2446,4.0894,8.4839,9.0576,-17.7368,-3.9429
0.2700,-0.1404,0.9043,12.6343,4.3335,7.6904,9.0576,-17.7368,-3.9429
0.2642,-0.1697,0.8602,11.6577,3.1128,7.1411,9.0576,-17.7368,-3.9429
0.2590,-0.2079,0.8104,11.2915,1.5259,7.5073,9.0576,-17.7368,-3.9429
0.2500,-0.2039,0.8008,9.6436,0.0000,7.8735,9.0576,-17.7368,-3.9429
0.2448,-0.1948,0.7920,7.8125,-2.6855,7.6294,9.3872,-17.4805,-4.3945
0.2463,-0.1859,0.8065,4.6997,-4.3335,7.3242,9.3872,-17.4805,-4.3945
0.2386,-0.1656,0.8530,2.5635,-6.1646,7.1411,9.3872,-17.4805,-4.3945

0.0742,-0.1254,1.6991,-30.3345,-41.1987,-15.3198,7.2754,-18.0420,-6.2622
0.0386,-0.1321,1.8723,-33.6914,-36.8652,-16.4185,7.0923,-19.8975,-6.5674
0.0033,-0.1620,2.0275,-33.5083,-22.6440,-17.8223,7.0923,-19.8975,-6.5674
-0.0627,-0.2396,2.4069,-33.3862,-12.6953,-17.7612,7.0923,-19.8975,-6.5674
-0.0833,-0.2799,2.4961,-29.8462,-0.6714,-17.2729,7.0923,-19.8975,-6.5674
-0.1144,-0.3152,2.6477,-26.1230,28.5034,-16.2964,6.5186,-20.2515,-3.7231
-0.2032,-0.4537,2.8007,-27.0386,46.3257,-15.1978,6.5186,-20.2515,-3.7231
-0.2366,-0.5298,2.8020,-32.3486,65.4907,-13.4277,6.5186,-20.2515,-3.7231
-0.2775,-0.6207,2.8101,-36.8652,103.2715,-7.0801,6.5186,-20.2515,-3.7231
-0.4218,-0.7142,2.8514,-32.7148,122.0093,-2.6245,6.5186,-20.2515,-3.7231
-0.4780,-0.7301,2.7810,-26.2451,141.9067,2.3804,6.4087,-18.9697,-4.5288
-0.5146,-0.7506,2.6326,-22.8271,182.1899,13.3667,6.4087,-18.9697,-4.5288
-0.6266,-0.7501,2.2898,-26.8555,200.7446,18.6768,6.4087,-18.9697,-4.5288
-0.6959,-0.7524,2.0100,-30.4565,218.2617,23.5596,6.4087,-18.9697,-4.5288
-0.7085,-0.7123,1.6675,-18.6768,246.0327,34.5459,11.2549,-19.4702,-7.4707
-0.6914,-0.6317,0.7272,-6.2866,252.8076,39.9780,11.2549,-19.4702,-7.4707
-0.5406,-0.5525,0.3051,6.8970,254.0283,46.2036,11.2549,-19.4702,-7.4707
-0.5199,-0.5005,-0.1132,37.1094,242.4316,57.7393,11.2549,-19.4702,-7.4707
-0.2877,-0.3506,-0.7311,53.9551,228.3325,63.3545,11.2549,-19.4702,-7.4707
-0.1514,-0.2649,-0.9719,74.2188,210.1440,68.2983,20.3735,-20.9473,-7.2144
-0.0601,-0.1740,-1.0106,78.6743,167.7856,73.5474,20.3735,-20.9473,-7.2144
0.1473,-0.0199,-0.8247,71.5332,149.2920,73.6694,20.3735,-20.9473,-7.2144
0.2692,0.0402,-0.7683,66.1011,133.3008,72.8760,20.3735,-20.9473,-7.2144
0.3485,0.0912,-0.7432,59.9976,105.4688,68.7866,25.1709,-21.3745,-5.2490
0.3917,0.1613,-0.4971,23.9868,92.5903,65.5518,25.1709,-21.3745,-5.2490
0.4249,0.1407,-0.2089,7.1411,81.6040,62.4390,25.1709,-21.3745,-5.2490
0.4719,0.1202,-0.0098,-6.4087,71.1670,56.7627,25.1709,-21.3745,-5.2490
0.5383,0.0714,0.1487,-17.4561,69.6411,54.9316,25.1709,-21.3745,-5.2490
0.5735,0.1312,0.1371,-22.8271,68.6646,53.5278,26.6968,-22.8760,-2.2583
0.3829,0.1741,0.0361,-21.4844,61.9507,48.5840,26.6968,-22.8760,-2.2583
0.5386,0.1042,0.0024,-15.0757,55.6641,46.8140,26.6968,-22.8760,-2.2583
0.5665,0.1536,0.0367,-18.0054,49.2554,46.0815,26.6968,-22.8760,-2.2583
0.5958,0.2388,0.0531,-17.8223,37.9028,43.5181,27.2583,-24.7559,-1.5503
0.6866,0.3845,-0.0234,-4.2725,31.9214,40.2832,27.2583,-24.7559,-1.5503
0.7316,0.4570,-0.0206,3.5400,25.3296,35.8887,27.2583,-24.7559,-1.5503
0.5894,0.5182,-0.1331,36.7432,9.0332,24.5361,27.2583,-24.7559,-1.5503
0.7739,0.3605,-0.3490,48.7061,0.0000,18.2495,27.2461,-24.1821,-1.5015
0.7799,0.2444,-0.4736,52.8564,-10.0098,12.7563,27.2461,-24.1821,-1.5015
0.7804,0.1340,-0.5973,63.7207,-36.4380,4.9438,27.2461,-24.1821,-1.5015
0.7159,-0.1724,-0.8024,67.1997,-52.6733,4.4556,27.2461,-24.1821,-1.5015
0.5714,-0.2528,-1.0428,63.5986,-70.1904,5.8594,27.2461,-24.1821,-1.5015
0.6587,-0.3127,-1.1298,70.9839,-112.4878,12.8174,25.2197,-23.1934,-2.6245
